TxnDate,AccountNumber,AccountName,Currency,Debit,Credit
2020-01-31,1000,Cash,USD,1927980000.0,0.0
2020-01-31,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-01-31,1200,Inventories,USD,874000000.0,0.0
2020-01-31,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-01-31,1350,Other Current Assets,USD,218500000.0,0.0
2020-01-31,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-01-31,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-01-31,2000,Accounts Payable,USD,0.0,880000000.0
2020-01-31,2100,Accrued Payroll,USD,0.0,190000000.0
2020-01-31,2150,Deferred Revenue,USD,0.0,290000000.0
2020-01-31,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-01-31,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-01-31,3000,Common Stock,USD,0.0,2000000000.0
2020-01-31,3100,Retained Earnings,USD,0.0,1307230000.0
2020-02-29,1000,Cash,USD,1927980000.0,0.0
2020-02-29,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-02-29,1200,Inventories,USD,874000000.0,0.0
2020-02-29,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-02-29,1350,Other Current Assets,USD,218500000.0,0.0
2020-02-29,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-02-29,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-02-29,2000,Accounts Payable,USD,0.0,880000000.0
2020-02-29,2100,Accrued Payroll,USD,0.0,190000000.0
2020-02-29,2150,Deferred Revenue,USD,0.0,290000000.0
2020-02-29,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-02-29,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-02-29,3000,Common Stock,USD,0.0,2000000000.0
2020-02-29,3100,Retained Earnings,USD,0.0,1307230000.0
2020-03-31,1000,Cash,USD,1927980000.0,0.0
2020-03-31,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-03-31,1200,Inventories,USD,874000000.0,0.0
2020-03-31,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-03-31,1350,Other Current Assets,USD,218500000.0,0.0
2020-03-31,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-03-31,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-03-31,2000,Accounts Payable,USD,0.0,880000000.0
2020-03-31,2100,Accrued Payroll,USD,0.0,190000000.0
2020-03-31,2150,Deferred Revenue,USD,0.0,290000000.0
2020-03-31,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-03-31,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-03-31,3000,Common Stock,USD,0.0,2000000000.0
2020-03-31,3100,Retained Earnings,USD,0.0,1307230000.0
2020-04-30,1000,Cash,USD,1927980000.0,0.0
2020-04-30,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-04-30,1200,Inventories,USD,874000000.0,0.0
2020-04-30,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-04-30,1350,Other Current Assets,USD,218500000.0,0.0
2020-04-30,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-04-30,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-04-30,2000,Accounts Payable,USD,0.0,880000000.0
2020-04-30,2100,Accrued Payroll,USD,0.0,190000000.0
2020-04-30,2150,Deferred Revenue,USD,0.0,290000000.0
2020-04-30,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-04-30,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-04-30,3000,Common Stock,USD,0.0,2000000000.0
2020-04-30,3100,Retained Earnings,USD,0.0,1307230000.0
2020-05-31,1000,Cash,USD,1927980000.0,0.0
2020-05-31,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-05-31,1200,Inventories,USD,874000000.0,0.0
2020-05-31,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-05-31,1350,Other Current Assets,USD,218500000.0,0.0
2020-05-31,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-05-31,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-05-31,2000,Accounts Payable,USD,0.0,880000000.0
2020-05-31,2100,Accrued Payroll,USD,0.0,190000000.0
2020-05-31,2150,Deferred Revenue,USD,0.0,290000000.0
2020-05-31,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-05-31,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-05-31,3000,Common Stock,USD,0.0,2000000000.0
2020-05-31,3100,Retained Earnings,USD,0.0,1307230000.0
2020-06-30,1000,Cash,USD,1927980000.0,0.0
2020-06-30,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-06-30,1200,Inventories,USD,874000000.0,0.0
2020-06-30,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-06-30,1350,Other Current Assets,USD,218500000.0,0.0
2020-06-30,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-06-30,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-06-30,2000,Accounts Payable,USD,0.0,880000000.0
2020-06-30,2100,Accrued Payroll,USD,0.0,190000000.0
2020-06-30,2150,Deferred Revenue,USD,0.0,290000000.0
2020-06-30,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-06-30,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-06-30,3000,Common Stock,USD,0.0,2000000000.0
2020-06-30,3100,Retained Earnings,USD,0.0,1307230000.0
2020-07-31,1000,Cash,USD,1927980000.0,0.0
2020-07-31,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-07-31,1200,Inventories,USD,874000000.0,0.0
2020-07-31,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-07-31,1350,Other Current Assets,USD,218500000.0,0.0
2020-07-31,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-07-31,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-07-31,2000,Accounts Payable,USD,0.0,880000000.0
2020-07-31,2100,Accrued Payroll,USD,0.0,190000000.0
2020-07-31,2150,Deferred Revenue,USD,0.0,290000000.0
2020-07-31,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-07-31,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-07-31,3000,Common Stock,USD,0.0,2000000000.0
2020-07-31,3100,Retained Earnings,USD,0.0,1307230000.0
2020-08-31,1000,Cash,USD,1927980000.0,0.0
2020-08-31,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-08-31,1200,Inventories,USD,874000000.0,0.0
2020-08-31,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-08-31,1350,Other Current Assets,USD,218500000.0,0.0
2020-08-31,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-08-31,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-08-31,2000,Accounts Payable,USD,0.0,880000000.0
2020-08-31,2100,Accrued Payroll,USD,0.0,190000000.0
2020-08-31,2150,Deferred Revenue,USD,0.0,290000000.0
2020-08-31,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-08-31,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-08-31,3000,Common Stock,USD,0.0,2000000000.0
2020-08-31,3100,Retained Earnings,USD,0.0,1307230000.0
2020-09-30,1000,Cash,USD,1927980000.0,0.0
2020-09-30,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-09-30,1200,Inventories,USD,874000000.0,0.0
2020-09-30,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-09-30,1350,Other Current Assets,USD,218500000.0,0.0
2020-09-30,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-09-30,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-09-30,2000,Accounts Payable,USD,0.0,880000000.0
2020-09-30,2100,Accrued Payroll,USD,0.0,190000000.0
2020-09-30,2150,Deferred Revenue,USD,0.0,290000000.0
2020-09-30,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-09-30,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-09-30,3000,Common Stock,USD,0.0,2000000000.0
2020-09-30,3100,Retained Earnings,USD,0.0,1307230000.0
2020-10-31,1000,Cash,USD,1927980000.0,0.0
2020-10-31,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-10-31,1200,Inventories,USD,874000000.0,0.0
2020-10-31,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-10-31,1350,Other Current Assets,USD,218500000.0,0.0
2020-10-31,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-10-31,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-10-31,2000,Accounts Payable,USD,0.0,880000000.0
2020-10-31,2100,Accrued Payroll,USD,0.0,190000000.0
2020-10-31,2150,Deferred Revenue,USD,0.0,290000000.0
2020-10-31,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-10-31,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-10-31,3000,Common Stock,USD,0.0,2000000000.0
2020-10-31,3100,Retained Earnings,USD,0.0,1307230000.0
2020-11-30,1000,Cash,USD,1927980000.0,0.0
2020-11-30,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-11-30,1200,Inventories,USD,874000000.0,0.0
2020-11-30,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-11-30,1350,Other Current Assets,USD,218500000.0,0.0
2020-11-30,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-11-30,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-11-30,2000,Accounts Payable,USD,0.0,880000000.0
2020-11-30,2100,Accrued Payroll,USD,0.0,190000000.0
2020-11-30,2150,Deferred Revenue,USD,0.0,290000000.0
2020-11-30,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-11-30,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-11-30,3000,Common Stock,USD,0.0,2000000000.0
2020-11-30,3100,Retained Earnings,USD,0.0,1307230000.0
2020-12-31,1000,Cash,USD,1927980000.0,0.0
2020-12-31,1100,Trade and Other Receivables,USD,1207500000.0,0.0
2020-12-31,1200,Inventories,USD,874000000.0,0.0
2020-12-31,1300,Prepaid Expenses,USD,109250000.0,0.0
2020-12-31,1350,Other Current Assets,USD,218500000.0,0.0
2020-12-31,1500,Property Plant and Equipment - Gross,USD,2850000000.0,0.0
2020-12-31,1590,Accumulated Depreciation,USD,0.0,1330000000.0
2020-12-31,2000,Accounts Payable,USD,0.0,880000000.0
2020-12-31,2100,Accrued Payroll,USD,0.0,190000000.0
2020-12-31,2150,Deferred Revenue,USD,0.0,290000000.0
2020-12-31,2300,Other Current Liabilities,USD,0.0,140000000.0
2020-12-31,2500,Long-Term Debt,USD,0.0,1050000000.0
2020-12-31,3000,Common Stock,USD,0.0,2000000000.0
2020-12-31,3100,Retained Earnings,USD,0.0,1307230000.0
2021-01-31,1000,Cash,USD,2173089000.0,0.0
2021-01-31,1100,Trade and Other Receivables,USD,1243725000.0,0.0
2021-01-31,1200,Inventories,USD,891480000.0,0.0
2021-01-31,1300,Prepaid Expenses,USD,110342500.0,0.0
2021-01-31,1350,Other Current Assets,USD,222870000.0,0.0
2021-01-31,1500,Property Plant and Equipment - Gross,USD,3180000000.0,0.0
2021-01-31,1590,Accumulated Depreciation,USD,0.0,1615600000.0
2021-01-31,2000,Accounts Payable,USD,0.0,893200000.0
2021-01-31,2100,Accrued Payroll,USD,0.0,193800000.0
2021-01-31,2150,Deferred Revenue,USD,0.0,298700000.0
2021-01-31,2300,Other Current Liabilities,USD,0.0,142800000.0
2021-01-31,2500,Long-Term Debt,USD,0.0,1039500000.0
2021-01-31,3000,Common Stock,USD,0.0,2000000000.0
2021-01-31,3100,Retained Earnings,USD,0.0,1637906500.0
2021-02-28,1000,Cash,USD,2173089000.0,0.0
2021-02-28,1100,Trade and Other Receivables,USD,1243725000.0,0.0
2021-02-28,1200,Inventories,USD,891480000.0,0.0
2021-02-28,1300,Prepaid Expenses,USD,110342500.0,0.0
2021-02-28,1350,Other Current Assets,USD,222870000.0,0.0
2021-02-28,1500,Property Plant and Equipment - Gross,USD,3180000000.0,0.0
2021-02-28,1590,Accumulated Depreciation,USD,0.0,1615600000.0
2021-02-28,2000,Accounts Payable,USD,0.0,893200000.0
2021-02-28,2100,Accrued Payroll,USD,0.0,193800000.0
2021-02-28,2150,Deferred Revenue,USD,0.0,298700000.0
2021-02-28,2300,Other Current Liabilities,USD,0.0,142800000.0
2021-02-28,2500,Long-Term Debt,USD,0.0,1039500000.0
2021-02-28,3000,Common Stock,USD,0.0,2000000000.0
2021-02-28,3100,Retained Earnings,USD,0.0,1637906500.0
2021-03-31,1000,Cash,USD,2173089000.0,0.0
2021-03-31,1100,Trade and Other Receivables,USD,1243725000.0,0.0
2021-03-31,1200,Inventories,USD,891480000.0,0.0
2021-03-31,1300,Prepaid Expenses,USD,110342500.0,0.0
2021-03-31,1350,Other Current Assets,USD,222870000.0,0.0
2021-03-31,1500,Property Plant and Equipment - Gross,USD,3180000000.0,0.0
2021-03-31,1590,Accumulated Depreciation,USD,0.0,1615600000.0
2021-03-31,2000,Accounts Payable,USD,0.0,893200000.0
2021-03-31,2100,Accrued Payroll,USD,0.0,193800000.0
2021-03-31,2150,Deferred Revenue,USD,0.0,298700000.0
2021-03-31,2300,Other Current Liabilities,USD,0.0,142800000.0
2021-03-31,2500,Long-Term Debt,USD,0.0,1039500000.0
2021-03-31,3000,Common Stock,USD,0.0,2000000000.0
2021-03-31,3100,Retained Earnings,USD,0.0,1637906500.0
2021-04-30,1000,Cash,USD,2173089000.0,0.0
2021-04-30,1100,Trade and Other Receivables,USD,1243725000.0,0.0
2021-04-30,1200,Inventories,USD,891480000.0,0.0
2021-04-30,1300,Prepaid Expenses,USD,110342500.0,0.0
2021-04-30,1350,Other Current Assets,USD,222870000.0,0.0
2021-04-30,1500,Property Plant and Equipment - Gross,USD,3180000000.0,0.0
2021-04-30,1590,Accumulated Depreciation,USD,0.0,1615600000.0
2021-04-30,2000,Accounts Payable,USD,0.0,893200000.0
2021-04-30,2100,Accrued Payroll,USD,0.0,193800000.0
2021-04-30,2150,Deferred Revenue,USD,0.0,298700000.0
2021-04-30,2300,Other Current Liabilities,USD,0.0,142800000.0
2021-04-30,2500,Long-Term Debt,USD,0.0,1039500000.0
2021-04-30,3000,Common Stock,USD,0.0,2000000000.0
2021-04-30,3100,Retained Earnings,USD,0.0,1637906500.0
2021-05-31,1000,Cash,USD,2173089000.0,0.0
2021-05-31,1100,Trade and Other Receivables,USD,1243725000.0,0.0
2021-05-31,1200,Inventories,USD,891480000.0,0.0
2021-05-31,1300,Prepaid Expenses,USD,110342500.0,0.0
2021-05-31,1350,Other Current Assets,USD,222870000.0,0.0
2021-05-31,1500,Property Plant and Equipment - Gross,USD,3180000000.0,0.0
2021-05-31,1590,Accumulated Depreciation,USD,0.0,1615600000.0
2021-05-31,2000,Accounts Payable,USD,0.0,893200000.0
2021-05-31,2100,Accrued Payroll,USD,0.0,193800000.0
2021-05-31,2150,Deferred Revenue,USD,0.0,298700000.0
2021-05-31,2300,Other Current Liabilities,USD,0.0,142800000.0
2021-05-31,2500,Long-Term Debt,USD,0.0,1039500000.0
2021-05-31,3000,Common Stock,USD,0.0,2000000000.0
2021-05-31,3100,Retained Earnings,USD,0.0,1637906500.0
2021-06-30,1000,Cash,USD,2173089000.0,0.0
2021-06-30,1100,Trade and Other Receivables,USD,1243725000.0,0.0
2021-06-30,1200,Inventories,USD,891480000.0,0.0
2021-06-30,1300,Prepaid Expenses,USD,110342500.0,0.0
2021-06-30,1350,Other Current Assets,USD,222870000.0,0.0
2021-06-30,1500,Property Plant and Equipment - Gross,USD,3180000000.0,0.0
2021-06-30,1590,Accumulated Depreciation,USD,0.0,1615600000.0
2021-06-30,2000,Accounts Payable,USD,0.0,893200000.0
